,date,time,company_announcement,company,type
3342,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3343,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3344,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3345,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3346,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3347,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3348,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3349,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3350,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3351,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3352,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3353,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3354,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3355,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3356,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3357,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3358,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3359,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3360,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3361,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3362,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3363,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3364,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3365,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3366,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3367,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3368,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3369,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3370,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3371,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3372,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3373,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3374,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3375,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3376,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3377,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3378,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3379,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3380,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3381,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3382,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3383,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3384,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3385,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3386,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3387,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3388,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3389,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3390,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3391,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3392,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3393,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3394,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3395,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3396,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3397,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3398,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3399,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3400,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3401,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3402,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3403,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3404,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3405,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3406,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3407,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3408,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3409,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3410,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3411,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3412,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3413,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3414,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3415,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3416,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3417,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3418,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3419,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3420,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3421,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3422,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3423,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3424,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3425,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3426,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3427,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3428,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3429,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3430,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3431,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3432,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3433,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3434,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3435,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3436,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3437,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3438,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3439,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3440,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3441,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3442,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3443,13.12.19,10:34:52,D1 Capital Partners LP holds a short position at 1.12 % in shares issued by Vestas Wind Systems A/S,Vestas Wind Systems A/S,Shortselling (0)
3444,13.12.19,08:32:18,DNB Asset Management AS holds a short position at 1.33 % in shares issued by Netcompany Group,Netcompany Group,Shortselling (0)
3445,12.12.19,22:16:27,(Historic) Melvin Capital Management LP holds a short position at 2.86 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3446,12.12.19,11:08:46,Citadel Advisors LLC holds a short position at 0.58 % in shares issued by Jyske Bank A/S,Jyske Bank A/S,Shortselling (0)
3447,11.12.19,21:45:58,(Historic) Melvin Capital Management LP holds a short position at 2.93 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3448,11.12.19,13:28:59,(Historic) WorldQuant LLC holds a short position at 0.61 % in shares issued by Zealand Pharma A/S,Zealand Pharma A/S,Shortselling (0)
3449,11.12.19,12:35:49,Marshall Wace LLP  holds a short position at 0.69 % in shares issued by Novozymes A/S,Novozymes A/S,Shortselling (0)
3450,16.12.19,13:57:22,Marshall Wace LLP  holds a short position at 1.36 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
3451,16.12.19,13:53:36,Marshall Wace LLP  holds a short position at 0.78 % in shares issued by ISS A/S,ISS A/S,Shortselling (0)
3452,13.12.19,22:04:58,(Historic) Melvin Capital Management LP holds a short position at 2.77 % in shares issued by Pandora A/S,Pandora A/S,Shortselling (0)
